2016/06/16 05:51:20.348165:	RESET
2016/06/16 05:51:51.418456:	[ PCI configuration end, bridges 4, devices 1 ]
2016/06/16 05:51:51.418506:	virtual bool AppleSEPManager::start(IOService *): PM init done
2016/06/16 05:51:51.425760:	AppleSamsungSerial: Identified Serial Port on ARM Device=uart1 at 0x20a0c4000(0xfffffff01fa28000)
2016/06/16 05:51:51.425836:	AppleSamsungSerial: Identified Serial Port on ARM Device=uart4 at 0x20a0d0000(0xfffffff01fa38000)
2016/06/16 05:51:51.437197:	(dart-jpeg0) AppleS5L8960XDART::start: DART state capture 0xfffffff00295f600
2016/06/16 05:51:51.453526:	(dart-ave) AppleS5L8960XADAppRlT:e:Sasmtasruntg: SDerAiRTa l:s taItdeen ctaifpituerd eS e0rxfifalf ffPforft00 2on9 5fAR70M0 D
2016/06/16 05:51:51.453682:	evi(cdaer=uta-arvt2e ) aAt p0plxe20Sa5L08c896000X0(D0ARxTff:f:_fdffafrt0S1featu5p80S0MM0U)
2016/06/16 05:51:51.469590:	IfPresent: SMMU state capture 0xfffffff002954c00
2016/06/16 05:51:51.469673:	AppleSamsungSerial: Identified Serial Port on ARM Device=uart3 at 0x20a0cc000(0xfffffff01fa68000)
2016/06/16 05:51:51.469730:	AGXk: Starting GPU driver. Available features: release
2016/06/16 05:51:51.487307:	AppleA7IOPNub: withRegistryEntry, 47: allocated nub 0xfffffff00294f660
2016/06/16 05:51:51.487374:	AppleT8010PMPFirmware: Found firmware t8010pmp for PMP, target=0
2016/06/16 05:51:51.487420:	AGXk: Probing - Detected G9P B0 (with 6 cores, 2 frags)
2016/06/16 05:51:51.505562:	RTBuddy(PMP): Loaded firmware: Release - 1.0
2016/06/16 05:51:51.505631:	AGXk: Probing - AGXAcceleratorG9P_B0 supports G9P B0, selecting with score 10000
2016/06/16 05:51:51.505680:	ApplePMP: started
2016/06/16 05:51:51.519339:	[PMP:e/t8010pmp/main.cpp:372] PMP startApedp,le Vtairrgtueta lM=C A0
2016/06/16 05:51:51.519433:	::probe: provider 0xfffffff0029dba00
2016/06/16 05:51:51.519572:	
2016/06/16 05:51:51.519640:	AppleAE2MCA: virtual-mca1a (0x40a117b993c166e7)AG Xisk : alArGXeAadcyce la ecrahtilodrG
2016/06/16 05:51:51.533008:	A9pP_pBle0V: iSrteuttaliMngC ADGePUv icpeag:e:w isitzhRee tgois t16rKyEinB
2016/06/16 05:51:51.533128:	tryAG:X13k2: 4A: GvXAMcCAcDeelev ra0txfofrGf9ffPf_Bf000:2 3St54a3rt6i0
2016/06/16 05:51:51.555377:	ng as G9P B0 (6 cores, 2 frags) 16KiB onA Dp1pl0e1AVPir t(huaalsMFeCnA:d:erp:roybese : sptarrovtiFedendre "rv:yiertsu haal-smKFc:a2Y"ES
2016/06/16 05:51:51.562288:	A)
2016/06/16 05:51:51.567653:	ppleVirtualMCA::probe: rv 0xAfpffpflefSffa0ms0u29ndgS8e40r0ia
2016/06/16 05:51:51.577524:	Alp: plIedeVnirttifuialeMd CSACeorinatrlo Plolerrt :o:wni AtRhRMe DgeisvticreyE=nuatrryt:7 4a45t: 0 xvM2C0aA0Ctdlc0r0 00x(0fxfffffffffff0ff00292e0249600000
2016/06/16 05:51:51.581856:	0)
2016/06/16 05:51:51.602631:	AppleVirtualMCADevice:initWithRegistryEntry:1340: this 0xfffffff002354360, provider 0xfffffff002854e00, class is "AppvoleiVd iArtpuplaelMECmbAeCodndetdroNlVMleerC"on,t frrololm er0:xf:GfefftfNAfNf0D0Re2f42o5rmba80t,() :cl:a34s9s :inasn d"I-eOnSearblveic-ere"f
2016/06/16 05:51:51.607774:	ormat not set!
2016/06/16 05:51:51.620072:	AppleVirtualMCAController:initWithRegistryEntry:459: this 0xfffffff0029e4600, provider 0xfffffff0029d8400, class is "AppleVirtualMCA", from 0xfffffff002425a40, class is "IOService"
2016/06/16 05:51:51.626878:	bool AppleEmbeddedNVMeController::AreNamesApppacleeVsiPrretusaenltMC(A):C:on3t43r2ol:lnaemr:e:spwaitchesR-egpiresstrenytEn t7
2016/06/16 05:51:51.636364:	ry:445: vMCACtlr 0xfffffff002a3ce00
2016/06/16 05:51:51.644294:	AppleSPUFirmwareService: found node AOP
2016/06/16 05:51:51.649131:	RTBuddy(GFX)Ap: psletAarEt2M(C0xAf: fvffifrtfuf0a0l-2ma3cca28a00 )( 0-x4 0(Jau11n7  b899 320d1a56e@0e07): 17i:s 5a8)l
2016/06/16 05:51:51.658869:	ready via rctuhailld b
2016/06/16 05:51:51.667069:	Aooppll AepViprletEuamlbeMdCAdDedeNviVcMeeC::onwittrohlRelgeri:st:rIsyFEnutllrIy:ni13t2()4::: 1vM96C:ADBe0 vH 0oxrifzffofn/fDffC0SD0 23c5onbtcee0xt
2016/06/16 05:51:51.667437:	 with valid namespaces or B0 fsboot iBEC
2016/06/16 05:51:51.670744:	AApppplleeSViPrUtFiuarlmwMaCArCeSoenrtrviocllee: rl:oinadiitWnig tfhRiergmwiastrre ytEn8t01r0y:a4op5 9:f ort hiAsOP ,0x fdefvffifcef=f040
2016/06/16 05:51:51.676842:	2aA3ppcel0eS0P, UpFirrovmiwadrere Se0xrfvifcffef: fefx00t 2m85aap8pi00n,g:  cltaasg:s 0ix4s5 "4A3p30pl eleVnir:t1u97al6M4
2016/06/16 05:51:51.677995:	CA", from 0xfffffff002426da0, class is "IOService"
2016/06/16 05:51:51.713046:	AppleVirtualMCADevice:initWithRegistryEntry:1340: this 0xfffffff00235bce0, provider 0xfffffff0029e4600, class is "AppleVirtuaRTlMBCudAdCoyn(AtOroPl):l erL"oa,d ferd ofm ir0xmfwafrffef: fRfe00l2ea4s25e9 -a 0,A ppcllaesSsPU iFsir "mwIOaSreeBrvuiilcde"e
2016/06/16 05:51:51.713120:	r-76~23A7
2016/06/16 05:51:51.713169:	ppleVirtualMCAController::withRegistryEntry:445: vMCACtlr 0xfffffff002a3c600
2016/06/16 05:51:51.729104:	AppleAE2MCA: virtual-mca1b (0x40a117b993dfe6e7) is already a child
2016/06/16 05:51:51.744525:	AppleVirtualMCAController:initWithRegistryEntry:459: this 0xfffffff002a3c600, provider 0xfffffff0029d8400, class is "AppleVirtualMCA", from 0xfffffff002425900, class is "IOService"
2016/06/16 05:51:51.744615:	AppleVirtualMCADevice::withRegistryEntry:1324: vMCADev 0xfffffff00235be00
2016/06/16 05:51:51.758485:	apcie[0:s3e]::waitForL2Entry timeout waiting for L2, continuing: linksts=0x9b021435
2016/06/16 05:51:51.758553:	
2016/06/16 05:51:51.772850:	AppleVirtualMCADevice:initWithRegistryEntry:1340: this 0xfffffff00235be00, provider 0xfffffff002a3ce00, class is "AppleVirtualMCAController", from 0xfffffff002426e40, class is "IOService"
2016/06/16 05:51:51.772946:	AppleAE2MCA: virtual-mca2b (0x40a117b993dfdee7) is already a child
2016/06/16 05:51:51.774547:	AppleVirtualMCADevice::withRegistryEntry:1324: vMCADev 0xfffffff002a6f720
2016/06/16 05:51:51.808642:	AppleVirtualMCADevice:initWithRegistryEntry:1340: this 0xfffffff002a6f720, provider 0xfffffff002a3c600, class is "AppleVirtualMCAController", from 0xfffffff002425860, class is "
2016/06/16 05:51:51.812861:	IOService"
2016/06/16 05:51:51.821457:	[AAOPpp:lB/eDD2o3pp3l3PeMrSUe::r_visceteL.cDpO:p :7i0nd]e Ixn=1ifti,a lldiozi32n,g  Dvoolpptlageer!=
2016/06/16 05:51:51.829164:	0, 
2016/06/16 05:51:51.836383:	o[pAtiOPon:srm=w80a,re LenIaB/bVleL=620L (0i.ncpitp :8p7la]c VeLho6l2Ld0er )de
2016/06/16 05:51:51.845001:	vice NOT founAdp.
2016/06/16 05:51:51.852044:	pleD2333PMU::_setLDO: index=1f, ldo32, voltage=0, options=80, enable=0 (placeholder)
2016/06/16 05:51:51.862594:	AppleChestnutDisplayPMU::setLDO: ldo:2, options:0x03, private_da[tAOa:P0:Fxi00r0mw0a, ree/nAabDl71e4:09
2016/06/16 05:51:51.871380:	.cpp:171] AD7149 device NOT foApunpdle.
2016/06/16 05:51:51.877225:	VirtualMCADevice::wmitcahcRehge:i st2r CyPEnUt(sr)y:,1 312248: b yvMtCesA DeCvPU  0xcfacfhffef lfif0n0e 2sa6ifze3
2016/06/16 05:51:51.878827:	c0
2016/06/16 05:51:51.890879:	mbinit: done [64 MB total pool size, (42/21) split]
2016/06/16 05:51:51.892386:	bsd_autoconf: calling kminit
2016/06/16 05:51:51.906583:	AppleVirtualMCADevice:initWithRegistryEntry:1340: this 0xfffffff002a6f3c0, provider 0xfffffff002a3c600, class is "AppleVirtualMCAController", from 0xfffffff002426f80, class is "IOService"
2016/06/16 05:51:51.912849:	[AOP:MPU6700.cpp:162] mpu6x00_south: mpu6900 device found.
2016/06/16 05:51:51.914080:	apfs_module_start:619: load: com.apple.filesystems.apfs, v0.2, apfs-211, 2016/06/01
2016/06/16 05:51:51.917182:	com.apple.AppleFSCompressionTypeZlib kmod start
2016/06/16 05:51:51.918605:	IOSurafapcfse_Rosoystc::til_nrsteagilslMteermo:r46y4Re:g dioonnse (r)
2016/06/16 05:51:51.918682:	egistering sysctls.
2016/06/16 05:51:51.918739:	ARGStm: map length = 4000
2016/06/16 05:51:51.934162:	com.apple.AppleFSCompressionTypeZlib load succeeded
2016/06/16 05:51:51.934226:	AppleH9CamIn::start - fISPVersion=6
2016/06/16 05:51:51.934274:	L2TP domain init
2016/06/16 05:51:51.934316:	PIODMA: PIODMA for MSR disabled
2016/06/16 05:51:51.934360:	L2TP domain init complete
2016/06/16 05:51:51.953104:	AVE: WARNING: installing DARTErrorHandler.
2016/06/16 05:51:51.953170:	PPTP domain init
2016/06/16 05:51:51.953224:	AVE: FWimage (phyAddr = 0x80044c000, virAddr = 0xfffffff124608000, dart = 0x4000, length = 2097152)
2016/06/16 05:51:51.965252:	AGX: AGXAcceleratorG9P_B0: Skipping PMTree registration
2016/06/16 05:51:51.984934:	bool AppleMobileADBE0::startWithIBoot(): timings haveAPn'PtLE VbeXeD:n  ssttaarrtt:e d Anppolr esD5e5t:0 0[r0eaxdffifngf ff'fdi0s02p8la2yc0-0ti0m]:i:ngs-tairnfto(p'r forviodm eEr D0T
2016/06/16 05:51:51.985139:	xffstfafftficf 00b2oo6l62 0IO0M0)o biilneitFrSacmaleeburfSefrevr:ic:ereRaefdeDarteancIneE .D.T( IDOONSeEr!!v
2016/06/16 05:51:51.985231:	ic
2016/06/16 05:51:52.001143:	e *, bool, const char *, const uint32_t, uint32_t *): property display-timing-info not found in EDT, assumed false.
2016/06/16 05:51:52.001272:	[AOP:MPU6700.cpp:162] mpu6x00_north: <null> device NOT found.
2016/06/16 05:51:52.015366:	bool AppleMobileADBE0::startWithIBoot(): timings have not been set nor given in EDT!
2016/06/16 05:51:52.015488:	[AOP:AP6DS0.cpp:130] AP6DS0 device NOT found.
2016/06/16 05:51:52.030309:	virtual bool AppleMobileADBE0::start_hardware(IOService *): starting with iBoot has failed.
2016/06/16 05:51:52.030487:	+ AVE: start DONE! res = TRUE
2016/06/16 05:51:52.030582:	ERROR: APPLE CLCD DRIVER DIDN'T LOAD
2016/06/16 05:51:52.030664:	+ AVE: m_PowerAvailable 1
2016/06/16 05:51:52.030767:	start_harAdPPwaLrEVeX fDa: ilApepd
2016/06/16 05:51:52.047785:	leD5500::start - PriorityQueue created
2016/06/16 05:51:52.059698:	
2016/06/16 05:51:52.060805:	APPLEVXD: AppleD5500::starApt(p)le E- mmbe_dpRdeedgGisPtSCeorBnatrsoePl:h:yssitacralt_: VSDEtCar0t_I
2016/06/16 05:51:52.065382:	ntegratioRnT=2B0ud8d13y0(A0G00X,G9 Pm__pB0R)eg:i LsotaerdeBdas efiVrirmtwaurale_: V DE-C R0e_Ilneatseger
2016/06/16 05:51:52.065635:	ation = 21fc0000
2016/06/16 05:51:52.066667:	AdAPdPedL EVmXemDo: ryAp pdelveDi5ce5 00m:d0:/stramdr0t  -( 03Po0w00e0ri0n0/g1 u2p00
2016/06/16 05:51:52.078199:	0
2016/06/16 05:51:52.086353:	0AP00P)LE VatX D:F FAFFppFlFFeD052758003:00:0in0i ftoiarl 0i0ze0_00g0ar0t00 2erAr27 00 0H0
2016/06/16 05:51:52.087948:	W MBSEDM  SroIoZEt : 2m09d00,8 60m5aj4o4
2016/06/16 05:51:52.091283:	r AP3P, LEmiVXnDor:  b0
2016/06/16 05:51:52.104560:	ooal pAfsp_plvefsDo55p0_m0o::uintnritoiota:li8z21e:_g aaprft ss:e mttoiunntg r2ooGtB  mcaalppliedn!g
2016/06/16 05:51:52.104875:	  mp 0xfffffff002b51db8, vp 0xfffffff002cd6610
2016/06/16 05:51:52.105193:	AGXk: AGXAcceleratorG9P_B0: GPU firmware booted successfully (AGXFirmwareKextG9PRTBuddy)
2016/06/16 05:51:52.117335:	dev_init:219: device accelerated crypto: 0 (compiled @ Jun  1 2016 01:18:35)
2016/06/16 05:51:52.117635:	[AOP:BMI162.cpp:135] bmi162 probe id 0
2016/06/16 05:51:52.131600:	dev_init:221: device_handle 0xfffffff002cd6610 block size 512 block count 86328 features 0
2016/06/16 05:51:52.132202:	[AOP:BMI162.cpp:177] BMI162::probe -- Probe error=e00002c0, ID=0x0
2016/06/16 05:51:52.140917:	nx_dev_init:353: superblock failed sanity checks: 79
2016/06/16 05:51:52.150454:	GPUFWLOG<1,0,550553971>: GFX KF FW cold booted! (Jun  8 2016@00:22:51, missing build info)
2016/06/16 05:51:52.155969:	nx_mount:421: device initialization failed: 79
2016/06/16 05:51:52.157447:	[AOP:HSCDT600A.cpp:93] HSCDTD601A device found.
2016/06/16 05:51:52.159609:	apfs_vfsop_mount:576: failed to load container (err 79)
2016/06/16 05:51:52.165885:	[AOP:BMP280.cpp:181] BMP280::probe -- Unknown device ID 0x0
2016/06/16 05:51:52.167155:	apfs_mountroot failed: 79
2016/06/16 05:51:52.167226:	hfs: mounted ramdisk on device b(3, 0)
2016/06/16 05:51:52.174062:	[AOP:BMP280.cpp:186] BMP280 device NOT found.
2016/06/16 05:51:52.174136:	AppleEmbeddedGPSControl::start: Registered
2016/06/16 05:51:52.174224:	[AOP:BMPA2PP8L4.EcVXpDp::7 0A]pp lBMeDP255804 0d::eivinicet iaflouinzed_.
2016/06/16 05:51:52.188961:	ga[rtAO P--: APpSag2e25T.abclppe: 25f6]80 A80P0S202  5d::iprercobteor y--T abUlnekn 2o1wnf d0d0ev0i0 c
2016/06/16 05:51:52.189032:	e IDA P0Px3L2EV
2016/06/16 05:51:52.189082:	XD: AppleD5500::initialize_gart -- Physical Addresses - pageTableDesc cc000  directoryTableDesc afe0000 
2016/06/16 05:51:52.205792:	No POST boot-aArPgP sLeEVtX.
2016/06/16 05:51:52.205856:	D: m<l+_sGettatCiorce_mRfevr>ee
2016/06/16 05:51:52.205909:	A: PCPLaEnnVXotD : fr<e+Ge e0tCxoffrfeRfeffvf c0o27r5e3Re4v00 080;3 i0t0  misu i3b2eiCnorge uIsd e3d 0f3o08r 2K1>T
2016/06/16 05:51:52.225566:	RRA_PBPLRIENVXGDUP:  msuupiNpuormtEn.t
2016/06/16 05:51:52.225661:	ropyPipes 1, muiNumPixelPipes 2, muiRendecSize 10485760
2016/06/16 05:51:52.225718:	Serial keyboard started
2016/06/16 05:51:52.225769:	VM Swap Subsystem is ON
2016/06/16 05:51:52.237083:	FAaPPilLeEVdX tDo:  Aopppeln esD5w5ap0 0:f:ilseta r2
2016/06/16 05:51:52.237165:	t()  - new CPVDECCore, this = 282c000
2016/06/16 05:51:52.237235:	
2016/06/16 05:51:52.237305:	vm_swap_create_file failed @ 23 secs
2016/06/16 05:51:52.237366:	AvmP_PLsEwaVpXD_:cr Aeaptplee_fDi55l0e 0f::asitleardt @- >2Pr3 espeacrseC
2016/06/16 05:51:52.252761:	ore  - First things first - Bring core into known state
2016/06/16 05:51:52.255539:	AppleH9CamIn::start - ispSubBlockPowerRegs mapped - 0x00624000
2016/06/16 05:51:52.255617:	[AOP:SSHB.cpp:283] Button service ready!
2016/06/16 05:51:52.268841:	AppleH9ACPaPLmEInV:XD::po wAepprl_eofD5f5_h0a0:r:dwsatarre
2016/06/16 05:51:52.268954:	t->PrepareCore  - m_ui32MtxMemorySize 73728
2016/06/16 05:51:52.285335:	APPLEVXD: AppleD5500::start->PreparIeOACocrcees  s-or yMMDUoc kMo9dPien 4:0:h abintdlse, Amcc_egusiso3r2MyMDeUtsiezcte: 4 0tr
2016/06/16 05:51:52.305593:	iAPsPtaLrEV:X IDD:  bApupsl neDo5t 5a00v:a:ilstaablret- >aPnrd epdaebruegCo erne a b-le md_;m suikHipepvciMngi npHFowoerDru ahalPnidpshe a0ke,  ma_ndm uaiMllaoxHwFinogrP icphaeWragei
2016/06/16 05:51:52.306011:	t [-1A
2016/06/16 05:51:52.306339:	OP:profileA.PPcLppE:VX1D47:7 ] PArlolofcilaeteSFerivrmiwcea rerBeaudffye; rn: uum-ipWorrofdis l2er4s38=91, [ tuhi3r2=2F0wS,i szie z9e=76555652
2016/06/16 05:51:52.316865:	0AP]
2016/06/16 05:51:52.316968:	PLEV[AXOD: PA:sllpou.ccatpep:F6ir5m7]w arAessBeufrftMear:c roCsop:y    fierrrmowarr: e0 i
2016/06/16 05:51:52.318336:	n[toA OfPi:rspmuwa.rcpe p:b6uf57f]er 
2016/06/16 05:51:52.318580:	AssertMacros:   error: 0
2016/06/16 05:51:52.337584:	[AOP:Cumulus.cpp:183] CumulusService ready!!
2016/06/16 05:51:52.337655:	[AOP:spu.cpp:657] AssertMacros:   error: 0
2016/06/16 05:51:52.337881:	start: setting config for spk arc
2016/06/16 05:51:52.338033:	[AOP:Sphere.cpp:47] SphereService ready!!
2016/06/16 05:51:52.349696:	[AOP:Baseband.cpp:46] Basebandservice ready!!
2016/06/16 05:51:52.349768:	000023.191942 AppleBasebandD101::initialize: Could not find sim_sel function
2016/06/16 05:51:52.349886:	[AOP:spu.cpp:657] AssertMacros:   error: 0
2016/06/16 05:51:52.364928:	bool AppleEmbeddedNVMeController::IdentifyNamespaces()::1598:nvme: Vendor ID     : 0x106b
2016/06/16 05:51:52.365001:	A[PAOPPLE:VarXyD:/ BoAlrleaolcaitsOewFilr.cmpwpar:1e3Bu5f] fBeor:re aOSlMiseOmSwelSte
2016/06/16 05:51:52.366205:	ArPviPcLEeV rXeD:a dyA!ll!
2016/06/16 05:51:52.381182:	oca[AtOeFPi:SrPmwUa_irneiButf.cfperp::5 7OS4M] e=mC=o=(p y A-OP  puIiS 3R2DEaADtYa
2016/06/16 05:51:52.381305:	 )===
2016/06/16 05:51:52.398626:	bool AppleEmbeddAedPPNLVMEeD5C5on0t0 rsoltlaretr: ::I:d: emnt_ifofryNcaeVmXesDpPoawceesrO(n):A:tB1o59o9t :n0v -m e:I niMtodFeorlP NMu dmobenre  - :  chAaPPnLgeEP SoSweDr ASPta0t25e6ToK( 0  )  d  o ne 
2016/06/16 05:51:52.399868:	               
2016/06/16 05:51:52.400891:	AppleH9CamIn::ISP_EnableSphereBoostVoltage_gated, enableFlag=0
2016/06/16 05:51:52.413640:	start: setting config for spk btmspk
2016/06/16 05:51:52.413794:	bool AppleEmbeddedNVMeController::IdentifyNamespaces()::1600:nvme: Serial Number : 01850C7815CC0EE70   
2016/06/16 05:51:52.413995:	[AOP:Mesa.cpp:263] getProperty: 0x3e
2016/06/16 05:51:52.431164:	bool AppleEmbeddedNVMeController::IdentifyNamespaces()::1601:nvme: Firmware Rev  : 35.03.01
2016/06/16 05:51:52.431236:	No wakes due to missing mesa driver
2016/06/16 05:51:52.444526:	bool AppleEmbeddedNVMeû'§RÙY·ºifyNamespaces()::1631:nvme: S3E B0 Sandisk 3d-g2 tlc 3D 2 plane 256GB NAND
2016/06/16 05:51:52.444689:	bool AppleEmbeddedNVMeController::IdentifyNamespaces()::1640:ECCVersion   : 1
2016/06/16 05:51:52.460030:	bool AppleEmbeddedNVMeController::IdentifyNamespaces()::1641:FTL Rev      : 23.1
2016/06/16 05:51:52.460175:	bool AppleEmbeddedNVMeController::IdentifyNamespaces()::1642:DM_Version   : 101
2016/06/16 05:51:52.474985:	bool AppleEmbeddedNVMeController::IdentifyNamespaces()::1643:=======================
2016/06/16 05:51:52.475085:	AppleH9CamIn::setPowerStateGated: 0
2016/06/16 05:51:52.491034:	bool AppleEmbeddedNVMeController::IdentifyNamespaces()::1647:Identified 7 namespaces in current NAND
2016/06/16 05:51:52.491329:	AppleH9CamIn::start - About to register service
2016/06/16 05:51:52.491465:	000023.342225 AppleBasebandD101::wakeInterrupt: wake asserted
2016/06/16 05:51:52.507618:	AppleSPUButtonDriver: reportID: 0x80 type: 0x1 usage-page: 0x0c usage: 0x40 size: 0x8
2016/06/16 05:51:52.523100:	AppleSPUButtonDriver: reportID: 0x80 type: 0x1 usage-page: 0x20 usage: 0x4b4 size: 0x8
2016/06/16 05:51:52.523195:	AppleSPUButtonDriver: reportID: 0x80 type: 0x1 usage-page: 0x20 usage: 0x544 size: 0x8
2016/06/16 05:51:52.540589:	AIDLog: [AppleHIDTransportBootloaderSTMB::loadImage]: Tag: 'homr' Options: 0x00000000
2016/06/16 05:51:52.540660:	AIDLog: [AHTImage4Decoder::decodePayloadThread]: Trying to load an .im4p file
2016/06/16 05:51:52.556568:	AIDLog: [AppleHIDTransportBootloaderSTMB::loadImageGated]: ERROR!! Property sensor-cal not found in provider
2016/06/16 05:51:52.556665:	AppleARMPMUCharger: AppleUSBCableDetect 1
2016/06/16 05:51:52.556729:	AppleSPUButtonDriver: reportID: 0x80 type: 0x1 usage-page: 0x20 usage: 0x545 size: 0x8
2016/06/16 05:51:52.571521:	AppleARMPMUCharger: AppleUSBCableType USBHost
2016/06/16 05:51:52.571600:	AppleSPUButtonDriver: reportID: 0x80 type: 0x1 usage-page: 0x20 usage: 0x546 size: 0x8
2016/06/16 05:51:52.586966:	AppleSPUButtonDriver: reportID: 0x80 type: 0x1 usage-page: 0x20 usage: 0x547 size: 0x8
2016/06/16 05:51:52.587049:	AppleARMBacklight::start: Pre-strobe iDAC=1973 overriden in EDT 
2016/06/16 05:51:52.602909:	AppleSPUButtonDriver: reportID: 0x80 type: 0x1 usage-page: 0x20 usage: 0x548 size: 0x8
2016/06/16 05:51:52.604532:	000023.443176 AppleBasebandD101::radiAopOnpGleaSteydno:p osnys O1,T GDaelrveicaedy: :sotn a0rt
2016/06/16 05:51:52.604662:	 : registers at 0xfffffff1b57f8000, 0x20c100000 physical
2016/06/16 05:51:52.619798:	AppleSPUButtonDriver: reportID: 0x80 type: 0x1 usage-page: 0x20 usage: 0x549 size: 0x20
2016/06/16 05:51:52.619908:	AppleSPUButtonDriver: reportID: 0x80 type: 0x1 usage-page: 0x20 usage: 0x494 size: 0x20
2016/06/16 05:51:52.670553:	AppleSynopsysOTG3Device::gated_handleUSBCableConnect cable connected, but don't have device configuration yet
2016/06/16 05:51:52.685594:	[AOP:Mesa.cpp:263] getProperty: 0x2e
2016/06/16 05:51:52.686818:	AppleSynopsysOTG3Device::gated_handleUSBCableConnect cable connected, but don't have device configuration yet
2016/06/16 05:51:52.701023:	[AOP:Mesa.cpp:263] getProperty: 0x1e
2016/06/16 05:51:52.702821:	000023.539015 wlan0.A[0] createFirmwareLogger@8913: CCFlags: 0x0, CCLevel: 127 ConsoleFlags: 0x0, ConsoleLevel: -1
2016/06/16 05:51:52.718082:	AppleBCMWLANCore::init IO80211-195 "IO80211-195" Jun  1 2016 01:08:30
2016/06/16 05:51:52.721140:	[AOP:Mesa.cpp:263] getProperty: 0x10
2016/06/16 05:51:52.722661:	IO80211Controller::createIOReporters 0x330478a86b9e206f
2016/06/16 05:51:52.724156:	[AOP:Mesa.cpp:263] getProperty: 0xf
2016/06/16 05:51:52.731652:	 CCFlags: 0x0, CCLevel: 5 ConsoleFlags: 0x0, ConsoleLevel: -1
2016/06/16 05:51:52.731907:	[AOP:Mesa.cpp:263] getProperty: 0x11
2016/06/16 05:51:52.732689:	No Service found 100000471
2016/06/16 05:51:52.734184:	configureInterests - nElements <= 0!Failed to configure interests
2016/06/16 05:51:52.747816:	[AOP:Mesa.cpp:263] getProperty: 0x12
2016/06/16 05:51:52.765168:	IO80211Controller::addSubscriptionForThisReporterFetchedOnTimer() Failed to addSubscription for group Chip subgroup Bytes Transferred driver 0x330478a86b9e206f - data underrun
2016/06/16 05:51:52.767141:	Bus Write not ready AF1AF1AF1AF1AF1AF1AF1AF1 
2016/06/16 05:51:52.769351:	[AOP:Mesa.cpp:263] getProperty: 0x13
2016/06/16 05:51:52.770678:	IO80211ControllerMonitor::configureSubscriptions() failed to add subscription
2016/06/16 05:51:52.780363:	 CCFlags: 0x3, CCLevel: 5 ConsoleFlags: 0x0, ConsoleLevel: -1
2016/06/16 05:51:52.781965:	 CCFlags: 0x4, CCLevel: 5 ConsoleFlags: 0x0, ConsoleLevel: -1
2016/06/16 05:51:52.784115:	[AOP:Mesa.cpp:263] getProperty: 0x21
2016/06/16 05:51:52.799876:	IO80211Controller::start _controller is 0x330478a86b9e206f, provider is 0x330478a86b69406f
